Title,Title_URL,Image,Date,Price,housing,Keywords,resulthood,Field1,Field2
$2680 - 2 bed/2bath condo in Vic West with stunning water view,https://victoria.craigslist.org/apa/d/esquimalt-bed-2bath-condo-in-vic-west/7271662332.html,https://images.craigslist.org/00q0q_3POZDwzSNwFz_0CI0t2_300x300.jpg,Feb  2,"$2,680","
                    2br -
                    950ft2 -
                ","
                    pic
                    8.6km
                ", (Vic West),2Ba,950
Belmont Properties -Gordreau Apartments,https://victoria.craigslist.org/apa/d/esquimalt-belmont-properties-gordreau/7272697758.html,https://images.craigslist.org/00i0i_77JEgHrnW52_0ak07K_300x300.jpg,Feb 19,"$1,300","
                    1br -
                    625ft2 -
                ","
                    pic
                    8.6km
                ", (135 Gorge Road East),1Ba,625
"Access CFB ESQUMALT NADAN, nature trails, waterfront, new large 1 BDRM",https://victoria.craigslist.org/apa/d/esquimalt-access-cfb-esqumalt-nadan/7272788374.html,https://images.craigslist.org/00z0z_6iLOxes9T5Wz_0pO0ev_300x300.jpg,Feb  4,"$1,350","
                    1br -
                    770ft2 -
                ","
                    pic
                    8.6km
                ", (Gorge Waterway Park),1Ba,770
"Near CFB ESQUMALT NADAN, nature parks, water, new 1 BDRM Suite",https://victoria.craigslist.org/apa/d/esquimalt-near-cfb-esqumalt-nadan/7272792342.html,https://images.craigslist.org/00k0k_jUDhAtqNbdVz_0ak07K_300x300.jpg,Feb  4,"$1,349","
                    1br -
                    770ft2 -
                ","
                    pic
                    8.6km
                ", (Admirals Road and Gorge Road W),1Ba,770
Need a 2BR Furnished?,https://victoria.craigslist.org/apa/d/esquimalt-need-2br-furnished/7274252130.html,https://images.craigslist.org/00A0A_5jrRnLbj2w4z_0x20m0_300x300.jpg,Mar  5,"$2,895","
                    2br -
                    900ft2 -
                ","
                    pic
                    8.6km
                ", (Victoria),1Ba,900
The Urban Spirit / The Peninsula 1BD/1BA,https://victoria.craigslist.org/apa/d/esquimalt-the-urban-spirit-the/7274524074.html,,Feb  8,"$2,610","
                    1br -
                    650ft2 -
                ","
                    8.6km
                ", (victoria),1Ba,650
The Ocean Breeze,https://victoria.craigslist.org/apa/d/esquimalt-the-ocean-breeze/7274525905.html,,Feb  8,"$2,610","
                    1br -
                ","
                    8.6km
                ",,1Ba,
Move in Bonus! - 3rd Floor Unit at Skyline Apartments,https://victoria.craigslist.org/apa/d/esquimalt-move-in-bonus-3rd-floor-unit/7274720271.html,https://images.craigslist.org/00202_366Xd8VnXBZz_0kE0dL_300x300.jpg,Mar 10,"$1,395","
                    1br -
                    650ft2 -
                ","
                    pic
                    8.6km
                ", (Saanich),1Ba,650
"1 BR FURNISHED-, ALL-IN dog ok",https://victoria.craigslist.org/apa/d/esquimalt-br-furnished-all-in-dog-ok/7274854781.html,,Feb  9,$800,"
                    1br -
                ","
                    pic
                    8.6km
                ",,1Ba,
Burnside Near Gorge East/Carroll Street WoW 2BR for rent Avail April,https://victoria.craigslist.org/apa/d/esquimalt-burnside-near-gorge-east/7276124225.html,,Feb 16,"$1,695","
                    2br -
                ","
                    pic
                    8.6km
                ", (Burnside),1Ba,
Victoria By Craigflower/Arm street Gorgeous 2 BR for rent Avail March,https://victoria.craigslist.org/apa/d/esquimalt-victoria-by-craigflower-arm/7276157889.html,,Feb 16,"$1,575","
                    2br -
                ","
                    pic
                    8.6km
                ", (Victoria),1Ba,
Looking for home/ apartment rental - Family of three with dog,https://victoria.craigslist.org/apa/d/esquimalt-looking-for-home-apartment/7278299640.html,,Feb 16,"$2,250","
                    2br -
                ","
                    pic
                    8.6km
                "," (Victoria, BC)",1Ba,
2 Bedroom Available  Vic West.,https://victoria.craigslist.org/apa/d/esquimalt-bedroom-available-vic-west/7279742255.html,,Feb 19,"$1,120","
                    2br -
                ","
                    8.6km
                "," (714 Esquimalt Rd, Victoria)",1Ba,
"New One, Two, and Three Bedroom Pet Friendly Suites",https://victoria.craigslist.org/apa/d/esquimalt-new-one-two-and-three-bedroom/7280027350.html,https://images.craigslist.org/00808_iEwpaQ8ZVrbz_0wg0jG_300x300.jpg,Mar  3,"$1,690","
                    1br -
                    583ft2 -
                ","
                    pic
                    8.6km
                ", (Esquimalt/View Royal),1Ba,583
2 to 3 month rental will pay top dollar,https://victoria.craigslist.org/apa/d/esquimalt-to-month-rental-will-pay-top/7281092829.html,,Feb 22,"$4,000","
                    3br -
                ","
                    8.6km
                ", (Victoria bc),2Ba,
Bright Lower 1 Bedroom Suite,https://victoria.craigslist.org/apa/d/esquimalt-bright-lower-bedroom-suite/7281597898.html,https://images.craigslist.org/00c0c_f2DjjLSjcCuz_0CI0hq_300x300.jpg,Mar 12,"$1,250","
                    1br -
                    650ft2 -
                ","
                    pic
                    8.6km
                ", (Victoria),1Ba,650
Emanates Luxury!! Bayview High Quality Unit!,https://victoria.craigslist.org/apa/d/esquimalt-emanates-luxury-bayview-high/7283219910.html,https://images.craigslist.org/00H0H_5vq4t1nvUzSz_08805z_300x300.jpg,Mar 14,"$1,550","
                    2br -
                ","
                    pic
                    8.6km
                ", (Victoria),2Ba,
"Designed  2bed/2bath Apart 1,447 square  plus Den",https://victoria.craigslist.org/apa/d/esquimalt-designed-2bed-2bath-apart/7283635116.html,,Mar 10,"$1,429","
                    2br -
                ","
                    pic
                    8.6km
                ", (Victoria),2Ba,
Avail now dream location 1BR On Gorge East and Carroll Street Burnsid,https://victoria.craigslist.org/apa/d/esquimalt-avail-now-dream-location-1br/7284218688.html,,Feb 28,"$1,375","
                    1br -
                ","
                    pic
                    8.6km
                ", (Burnside),1Ba,
"bsmt suite inc hydro,water and insuite laundry near Tillicum mall",https://victoria.craigslist.org/apa/d/esquimalt-bsmt-suite-inc-hydrowater-and/7284691679.html,https://images.craigslist.org/00u0u_emWVsLjiedzz_0CI0t2_300x300.jpg,Mar 14,"$1,650","
                    2br -
                ","
                    pic
                    8.6km
                ", (Victoria),1Ba,
$1700- Large 1 bedroom and Large Den Apartment,https://victoria.craigslist.org/apa/d/esquimalt-large-bedroom-and-large-den/7284709027.html,,Mar  1,"$1,700","
                    1br -
                    836ft2 -
                ","
                    8.6km
                ",,1Ba,836
Victoria West By Dominion/Belton ave Must see 1BR for rent Avail Apri,https://victoria.craigslist.org/apa/d/esquimalt-victoria-west-by-dominion/7285264718.html,,Mar  2,"$1,325","
                    1br -
                ","
                    pic
                    8.6km
                ", (Victoria West),1Ba,
One Bedroom Pet Friendly Suites,https://victoria.craigslist.org/apa/d/esquimalt-one-bedroom-pet-friendly/7285457355.html,,Mar 10,$995,"
                    1br -
                ","
                    8.6km
                "," (840 Admirals Rd, Victoria, BC V9A 2P1, Canada)",1Ba,
Wanted - 1 Bedroom - Pet Friendly,https://victoria.craigslist.org/apa/d/esquimalt-wanted-bedroom-pet-friendly/7286892835.html,https://images.craigslist.org/00000_1uXq8xYKYIPz_0pF0dL_300x300.jpg,Mar  5,"$1,450","
                    1br -
                ","
                    pic
                    8.6km
                ", (langford / Esquimalt),1Ba,
Will pay up to $7500 for the right property,https://victoria.craigslist.org/apa/d/esquimalt-will-pay-up-to-7500-for-the/7287603595.html,,Mar  7,"$7,500","
                    3br -
                ","
                    8.6km
                ", (Victoria and surrounding),2Ba,
Three bedroom townhomes with den and garage,https://victoria.craigslist.org/apa/d/esquimalt-three-bedroom-townhomes-with/7288187642.html,https://images.craigslist.org/00G0G_hyuex2tecFDz_0f4095_300x300.jpg,Mar  8,"$3,100","
                    3br -
                    1540ft2 -
                ","
                    pic
                    8.6km
                ", (Esquimalt),4Ba,1540
$1700- Large 1 bedroom and Large Den Apartment,https://victoria.craigslist.org/apa/d/esquimalt-large-bedroom-and-large-den/7288202808.html,https://images.craigslist.org/00C0C_3X6IgGdkgJYz_0t20CI_300x300.jpg,Mar  8,"$1,700","
                    1br -
                    8360ft2 -
                ","
                    pic
                    8.6km
                ", (Esquimalt),1Ba,8360
SxS DUPLEX 3 blocks from Saxe Point,https://victoria.craigslist.org/apa/d/esquimalt-sxs-duplex-blocks-from-saxe/7288971081.html,https://images.craigslist.org/00505_7nR4otbpIGPz_0CI0t2_300x300.jpg,Mar  9,"$1,500","
                    2br -
                    1000ft2 -
                ","
                    pic
                    8.6km
                ", (Esquimalt),1Ba,1000
3 Bed 2 Bath Home,https://victoria.craigslist.org/apa/d/esquimalt-bed-bath-home/7289056992.html,https://images.craigslist.org/00l0l_jPMQmChE4mvz_0c6095_300x300.jpg,Mar  9,"$2,550","
                    3br -
                    1240ft2 -
                ","
                    pic
                    8.6km
                ", (Esquimalt),2Ba,1240
1 bedroom in Kindersely Apts.,https://victoria.craigslist.org/apa/d/esquimalt-bedroom-in-kindersely-apts/7286934627.html,https://images.craigslist.org/01212_9D1TBoPTy5Az_0rw0jj_300x300.jpg,Mar  5,"$1,350","
                    1br -
                    550ft2 -
                ","
                    pic
                    9.2km
                ", (Esquimalt),1Ba,550
2 bedroom - Available April 1 - Esquimalt,https://victoria.craigslist.org/apa/d/victoria-bedroom-available-april/7286728192.html,https://images.craigslist.org/01010_2qrddesGD3vz_0CI0t2_300x300.jpg,Mar  5,"$1,375","
                    1br -
                ","
                    pic
                    9.2km
                ", (Esquimalt),1Ba,
3 Bedroom Top Floor Newly Reno'd Unit for April 15th,https://victoria.craigslist.org/apa/d/victoria-bedroom-top-floor-newly-renod/7288288647.html,https://images.craigslist.org/01010_2qrddesGD3vz_0CI0t2_300x300.jpg,Mar  8,"$2,100","
                    3br -
                ","
                    pic
                    9.2km
                ", (Esquimalt),1.5Ba,
1 Bedroom Suites at Glen Eagles,https://victoria.craigslist.org/apa/d/victoria-bedroom-suites-at-glen-eagles/7257410347.html,https://images.craigslist.org/00909_3b3G7tj9Fgc_0kE0dL_300x300.jpg,Feb  1,"$1,325","
                    1br -
                    550ft2 -
                ","
                    pic
                    9.4km
                ", (Esquimalt),1Ba,550
Retro 1-Bedroom suite on the Gorge,https://victoria.craigslist.org/apa/d/victoria-retro-bedroom-suite-on-the/7289278361.html,https://images.craigslist.org/00808_lC2occII4Itz_09U08Z_300x300.jpg,Mar 13,"$1,275","
                    1br -
                    575ft2 -
                ","
                    pic
                    9.4km
                ", (Burnside),1Ba,575
"WATERFRONT 2BED Top Suite Central Location, May 1, 2-3 parkings",https://victoria.craigslist.org/apa/d/victoria-waterfront-2bed-top-suite/7286536603.html,https://images.craigslist.org/01111_gGcvjCxiyi0z_0q80hq_300x300.jpg,Mar  5,"$1,950","
                    2br -
                    1100ft2 -
                ","
                    pic
                    9.6km
                ",,1Ba,1100
New bachelor/room available March 1 - close to bus stops!,https://victoria.craigslist.org/apa/d/saanich-central-new-bachelor-room/7269227396.html,https://images.craigslist.org/00T0T_eX6h8XdzLwvz_0cS06a_300x300.jpg,Jan 28,$850,"
                    1br -
                ","
                    pic
                    9.6km
                ", (Carey Rd),1Ba,
"white side ,raymond located in quit and comfortableresidential area",https://victoria.craigslist.org/apa/d/saanich-central-white-side-raymond/7272128477.html,https://images.craigslist.org/00909_11MpnVyssFvz_0x20oM_300x300.jpg,Feb 18,"$2,595","
                    4br -
                    1800ft2 -
                ","
                    pic
                    9.6km
                ", (saanich),1Ba,1800
3 Bed room  separate 2019 built house suit for rent,https://victoria.craigslist.org/apa/d/saanich-central-bed-room-separate-2019/7273381219.html,,Feb  5,"$2,700","
                    3br -
                    1000ft2 -
                ","
                    9.6km
                "," (Saanich,Victoria)",2Ba,1000
ISO Suite,https://victoria.craigslist.org/apa/d/saanich-central-iso-suite/7274884732.html,,Feb  9,"$1,200","
                    1br -
                ","
                    9.6km
                ",,1Ba,
"interurban , raymond st.area  locatedquit comfortable residential area",https://victoria.craigslist.org/apa/d/saanich-central-interurban-raymond/7280302825.html,https://images.craigslist.org/00909_11MpnVyssFvz_0x20oM_300x300.jpg,Mar 13,"$2,499","
                    4br -
                    1800ft2 -
                ","
                    pic
                    9.6km
                ", (saanich),1Ba,1800
"Beautiful 2BD 1BA Suite in Sannich available March 1st, 2021!",https://victoria.craigslist.org/apa/d/saanich-central-beautiful-2bd-1ba-suite/7282282500.html,https://images.craigslist.org/00d0d_kBpn7AG8W9Ez_0CI0t2_300x300.jpg,Feb 24,"$1,800","
                    2br -
                ","
                    pic
                    9.6km
                ", (Victoria),1Ba,
